fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2017-2018,Festival international de musique baroque de LamÃÂ¨que/LamÃÂ¨que International Festival of Baroque Music,42e et 43e ÃÂ©dition du Festival - Multi Year (1 of 2),LamÃÂ¨que,New Brunswick,Atlantic,Remote,Grant,17500,Specialized,['Music'],['Official Language Minority'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Musical Ventures Inc.,The New Brunswick Summer Music Festival - Multi Year (1 of 2),Fredericton,New Brunswick,Atlantic,Small Urban,Grant,12000,Specialized,['Music'],['None'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,deCoste Entertainment Centre Society,Expanding Our Boundaries,Pictou,Nova Scotia,Atlantic,Rural,Grant,6500,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience']",Programming,Series,less than $8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2016-2017,St. Lawrence Acoustic Stage Performances Inc.,2015 - 2017 Music and Workshop Series - Multi Year (2 of 2),Morrisburg,Ontario,Ontario,Rural,Grant,13000,Specialized,['Music'],"['Young Audience', 'Indigenous Communities']",Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2016-2017,Corporation de dÃÂ©veloppement culturel de Trois-RiviÃÂ¨res,Programmation 2016-2017 - Multi Year (1 of 2),Trois-RiviÃÂ¨res,Quebec,Quebec,Medium Urban,Grant,43000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Other']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Full Circle: First Nations Performance Society,Talking Stick Festival 2017 and 2018 - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,45000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Indigenous Communities'],Programming,Festival,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016-2017,North Bay Theatre and Arts Community Centre,2016-2017 & 2017-2018 Programming - Multi Year (1 of 2),North Bay,Ontario,Ontario,Small Urban,Grant,60000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music', 'Theatre', 'Comedy']",['None'],Programming,Series,$50.0K,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2016-2017,Festival des arts de Saint-Sauveur,25e Anniversaire du FASS - Multi Year (1 of 2),Saint-Sauveur,Quebec,Quebec,Large Urban,Grant,65000,Specialized,['Dance'],['Young Audience'],Programming,Festival,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Steinbach Arts Council Incorporated (The),Steinbach Arts Council Concert Show Series - Multi Year (2 of 2),Steinbach,Manitoba,Prairies,Rural,Grant,12000,Multidisciplinary,"['Music', 'Theatre']",['None'],Programming,Series,$8.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Yukon Arts Centre Corporation,Yukon Arts Centre 2015-2016 Performing Arts Season and Yukon Arts Centre 2016-2017 Performing Arts Season - Multi Year (2 of 2),Whitehorse,Yukon,Western,Rural,Contribution,95000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Movement Enterprises Society,Dances for a Small Stage - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,15000,Specialized,['Dance'],['Cultural Diversity'],Programming,Series,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-2017,Vancouver International Fringe Festival,Vancouver Fringe Festival - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,110000,Specialized,['Theatre'],"['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2017-2018,Indegenous Performing Arts Alliance,Indigenous Presenters in Ontario,Toronto,Ontario,Ontario,Large Urban,Contribution,71690,Multidisciplinary,"['Music', 'Theatre', 'Dance']","['Cultural Diversity', 'Indigenous Communities']",Development,Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2016-2017,Tangente inc.,Saison 2016-2017,MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,120000,Specialized,['Dance'],"['Official Language Minority', 'Cultural Diversity']",Programming,Series,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2017-2018,Native Earth Performing Arts Inc.,The Aki Series - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,42000,Multidisciplinary,"['Dance', 'Theatre']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Series,$23.0K,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2017-2018,Festival Kompa-Zouk Ontario Inc. (FKZO),Festival Kompa Zouk Toronto 9ie Edition,Toronto,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Dance', 'Music']","['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival,$12.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017-2018,Kids Kaleidoscope Entertainment Series for the Performing Arts,Kids Kaleidoscope Entertainment Series - Multi Year (1 of 3),Sioux Lookout,Ontario,Ontario,Remote,Grant,8000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre', 'Circus', 'Other']",['Young Audience'],Programming,Series,less than $8.0K,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,FADO Performance Inc.,2016-2017 and 2017-2018 Programming Season - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,18000,Specialized,['Performance Art'],['None'],Programming,Series,$12.0K,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Ville de Val-d'Or,Saison 2016-2017,Val-d'Or,Quebec,Quebec,Remote,Grant,40000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']","['Young Audience', 'Indigenous Communities']",Programming,Series,$23.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2017-2018,Festival interculturel du conte de MontrÃÂ©al,Festival interculturel du conte du QuÃÂ©bec,MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,25000,Specialized,['Literature'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$23.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
2016-2017,Festival of the Sound,Festival of the Sound - Multi Year (1 of 2),Parry Sound,Ontario,Ontario,Rural,Contribution,100000,Specialized,['Music'],['Young Audience'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Productions de l'ÃÂtoile Inc.,Saisons 2015-2016 et 2016-2017 - Multi Year (2 of 2),Caraquet,New Brunswick,Atlantic,Remote,Grant,25200,Specialized,['Theatre'],['Official Language Minority'],Programming,Series,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Mouvement d'implication francophone d'OrlÃÂ©ans,"Le MIFO, crÃÂ©ateur d'expÃÂ©rience vivante - Multi Year (1 of 2)",Ottawa,Ontario,Ontario,Large Urban,Grant,40000,Multidisciplinary,"['Literature', 'Music', 'Other']",['Official Language Minority'],Programming,Series,$23.0K,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Galerie Sans Nom Coop LtÃÂ©e,RE:FLUX 10 et RE:FLUX 11 - Multi Year (2 of 2),Moncton,New Brunswick,Atlantic,Small Urban,Grant,12000,Multidisciplinary,"['Visual Arts', 'Music']",['Official Language Minority'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2016-2017,Just for Laughs Toronto Festival,JFL42: Toronto's Comedy Festival,Toronto,Ontario,Ontario,Large Urban,Contribution,85000,Specialized,['Comedy'],['None'],Programming,Festival,$50.0K,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Premier Acte,Saisons 2015-2016 et 2016-2017 - Multi Year (2 of 2),Quebec,Quebec,Quebec,Large Urban,Grant,24000,Specialized,['Theatre'],['None'],Programming,Series,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Prismatic Arts Society,Prismatic Arts Festival - Multi Year (2 of 2),Dartmouth,Nova Scotia,Atlantic,Large Urban,Grant,27500,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre', 'Comedy']","['Cultural Diversity', 'Indigenous Communities']",Programming,Festival,$23.0K,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2017-2018,Ottawa Chamber Music Society / SociÃÂ©tÃÂ© de musique de chambre d'Ottawa,Ottawa International Chamber Music Festival (Chamberfest) and Winter Concert Series - Multi Year (1 of 2),Ottawa,Ontario,Ontario,Large Urban,Contribution,158000,Specialized,['Music'],"['Official Language Minority', 'Young Audience']",Programming,Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Vancouver Out on Screen Film and Video Society (The),Vancouver Queer Film Festival & Out in Schools - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,38000,Specialized,['Media Art'],"['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$23.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Centre culturel francophone de Vancouver,Saisons artistiques 2016-2017 et 2017-2018/27iÃÂ¨me et 28iÃÂ¨me Festival d'ÃÂ©tÃÂ© francophone de Vancouver 2016 et 2017,Vancouver,British Columbia,Western,Large Urban,Grant,30000,Multidisciplinary,"['Music', 'Comedy']",['Official Language Minority'],Programming,Festival & Series,$23.0K,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Diffusion Momentum,Saison 2017-2018 - 2018-2019 - 2019-2020 - Multi Year (1 of 3),Victoriaville,Quebec,Quebec,Medium Urban,Grant,23000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']",['Young Audience'],Programming,Series,$12.0K,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Concerts la Nuit sur L'ÃÂtang (Les),Programmation 2016-2017,Sudbury,Ontario,Ontario,Medium Urban,Grant,7000,Specialized,['Music'],['Official Language Minority'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Festival des arts visuels en Atlantique inc.,L'enfance de l'art,Caraquet,New Brunswick,Atlantic,Remote,Contribution,23000,Specialized,['Visual Arts'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$12.0K,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2016-2017,Astor Theatre Society (The),This is Canada - Multi Year (1 of 2),Liverpool,Nova Scotia,Atlantic,Rural,Grant,12000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Celtic Colours Festival Society,Celtic Colours International Festival - Multi Year (1 of 2),Sydney,Nova Scotia,Atlantic,Rural,Contribution,100000,Specialized,['Music'],"['Official Language Minority', 'Indigenous Communities']",Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2016-2017,Winnipeg International Children's Festival Inc.,"Presentation of the Annual KidsFest, the Annual Festival of Fools and Multiple Multi-phase Social Circus Programs",Winnipeg,Manitoba,Prairies,Large Urban,Contribution,105000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus']",['Young Audience'],Programming,Festival,$50.0K,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Amants de la ScÃÂ¨ne (Les),"Programmation annuelle de spectacles 2017-2018, 2018-2019 et 2019-2020 - Multi Year (1 of 3)",Saint-Georges,Quebec,Quebec,Rural,Grant,20000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus', 'Storytelling']",['None'],Programming,Series,$12.0K,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2017-2018,Children's Delight Series of Dryden,2017-2019 Seasons - Multi Year (1 of 3),Dryden,Ontario,Ontario,Remote,Grant,7000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,less than $8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Amants de la ScÃÂ¨ne (Les),Programmation 2015-2016 / 2016-2017 - Multi Year (2 of 2),Saint-Georges,Quebec,Quebec,Rural,Grant,20000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus', 'Other']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Prismatic Arts Society,Prismatic Arts Festival - Multi Year (1 of 2),Dartmouth,Nova Scotia,Atlantic,Large Urban,Grant,32500,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Indigenous Communities']",Programming,Festival,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2017-2018,Sun Parlour Folk Music Society,Sun Parlour Folk Music Society Concert Series and Kingsville Folk Music Festival - Multi Year (1 of 3),Kingsville,Ontario,Ontario,Small Urban,Grant,18000,Specialized,['Music'],['None'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Flin Flon Arts Council inc.,Flin Flon Arts Council Performing Arts Season 16/17,Flin Flon,Manitoba,Prairies,Remote,Grant,14390,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Young Audience'],Development,Series,$12.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Old Town Hall Association,Old Town Hall Concert Series,Waterford,Ontario,Ontario,Medium Urban,Grant,10000,Multidisciplinary,['Music'],['None'],Programming,Series,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Sid Williams Theatre Society,Blue Circle Series - Multi Year (2 of 2),Courtenay,British Columbia,Western,Rural,Grant,25000,Specialized,"['Dance', 'Music', 'Theatre']","['Young Audience', 'Indigenous Communities']",Programming,Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2016-2017,RÃÂ©seau indÃÂ©pendant des diffuseurs d'ÃÂ©vÃÂ©nements artistiques unis (RIDEAU) inc.,Appui structurant pour une diffusion professionnelle et diversifiÃÂ©e au Canada - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,360000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Performance Art']",['None'],Programming,Presenters Support Organization,$50.0K,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Productions DUA,Saison 2017-2018,Quebec,Quebec,Quebec,Large Urban,Grant,38350,Multidisciplinary,"['Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Young People's Theatre,Presentations 2016/17 and 2017/18 Seasons - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Contribution,95000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Domaine Forget de Charlevoix inc. (Le),Festival International du Domaine Forget / Saison du Domaine (2015-2016 et 2016-2017) - Multi Year (2 of 2),Saint-IrÃÂ©nÃÂ©e,Quebec,Quebec,Rural,Contribution,145000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Festival & Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Nakai Theatre Ensemble,Pivot Theatre Festival - Multi Year (1 of 2),Whitehorse,Yukon,Western,Rural,Grant,14000,Specialized,['Theatre'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
2017-2018,Galiano Concert Society (The),2016-17 and 2017-18 Concert Series - Multi Year (2 of 2),Galiano,British Columbia,Western,Remote,Grant,3300,Specialized,['Music'],['None'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Imperial Theatre Inc.,Imperial Theatre Presents - Multi Year (1 of 3),Saint John,New Brunswick,Atlantic,Rural,Grant,50000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Series,$23.0K,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Newfoundland Dance Presenters Inc.,Festival of New Dance and Community Engagement and Outreach - Multi Year (1 of 2),St. John's,Newfoundland and Labrador,Atlantic,Medium Urban,Contribution,50000,Specialized,['Dance'],['None'],Programming,Festival & Series,$23.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,International Readings at Harbourfront,International Festival of Authors - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Contribution,65000,Specialized,['Literature'],['Young Audience'],Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Conseil culturel fransaskois incorporÃÂ©,Saisons artistiques 2017-2018 et 2018-2019 - Multi Year (1 of 2),Regina,Saskatchewan,Prairies,Medium Urban,Contribution,62500,Multidisciplinary,"['Music', 'Theatre']",['Official Language Minority'],Development,Presenters Support Organization,$50.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,Canadian Association of Fringe Festivals,Canadian Association of Fringe Festivals - Request for Funding,London,Ontario,Ontario,Large Urban,Contribution,10000,Specialized,['Theatre'],['None'],Programming,Presenters Support Organization,$8.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Fringe Theatre Adventures Society,Edmonton International Fringe Theatre Festival and Arts at the Barns Presentation Series - 2016 to 2018 - Multi Year (1 of 2),Edmonton,Alberta,Western,Large Urban,Contribution,165000,Multidisciplinary,['Theatre'],['Young Audience'],Programming,Festival & Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Steinbach Arts Council Incorporated (The),The Steinbach Arts Council Concert Show Series - Multi Year (1 of 4),Steinbach,Manitoba,Prairies,Rural,Grant,12000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,$8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Geraldton Concert Series,Geraldton Concert Series - Multi Year (2 of 2),Geraldton,Ontario,Ontario,Remote,Grant,7000,Specialized,['Music'],['None'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Village en chanson de Petite-VallÃÂ©e,Trente-cinq ans de spectacle 2017-2018,Petite-VallÃÂ©e,Quebec,Quebec,Remote,Grant,60000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Festival & Series,$50.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,ThÃÂ©ÃÂ¢tre du cuivre,Hiver 2016/Automne 2016 et Hiver 2017/Automne 2017 - Multi Year (1 of 2),Rouyn-Noranda,Quebec,Quebec,Remote,Grant,55000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$50.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Folk on the Rocks,Folk on the Rocks 2016,Yellowknife,Northwest Territories,Prairies,Remote,Grant,37000,Specialized,['Music'],['Indigenous Communities'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-2018,Pavillon des arts et de la culture de Coaticook (Le),2017-2018,Coaticook,Quebec,Quebec,Rural,Grant,10000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Other']",['None'],Programming,Series,$8.0K,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Nickel Independent Film Festival Inc.,15th (and 16th) Annual Nickel Independent Film Festival - Multi Year (2 of 2),St. John's,Newfoundland and Labrador,Atlantic,Medium Urban,Grant,20000,Specialized,['Media Art'],['None'],Programming,Festival,$12.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,ThÃÂ©ÃÂ¢tre franÃÂ§ais de Toronto (Le),Saison 2016-2017 et saison 2017-2018 - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,80000,Specialized,['Theatre'],"['Official Language Minority', 'Young Audience']",Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Musical Ventures Inc.,New Brunswick Summer Music Festival - Multi Year (2 of 2),Fredericton,New Brunswick,Atlantic,Small Urban,Grant,12000,Specialized,['Music'],['None'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Vancouver International Fringe Festival,Vancouver Fringe Festival - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,110000,Specialized,['Theatre'],"['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Nanaimo Blues Society,Summertime Blues Festival,Nanaimo,British Columbia,Western,Small Urban,Grant,14000,Specialized,['Music'],['Cultural Diversity'],Development,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016-2017,Canmore Folk Music Festival Society,Canmore Folk Music Festival - Multi Year (2 of 2),Canmore,Alberta,Western,Rural,Grant,45000,Specialized,['Music'],['None'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Canadian Network of Dance Presenters Candance / Candanse RÃÂ©seau canadien des diffuseurs de danse,The CanDance Network - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,73000,Specialized,['Dance'],['None'],Programming,Presenters Support Organization,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Reel to Real: A Celebration of Moving Images for Youth Society,Reel 2 Real International Film Festival for Youth - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,16000,Specialized,['Media Art'],"['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$12.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,SociÃÂ©tÃÂ© culturelle des Hauts-Plateaux Inc.,Programmations 2015-2016 et 2016-2017 - Multi Year (2 of 2),Saint-Quentin,New Brunswick,Atlantic,Remote,Grant,10000,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience']",Programming,Series,$8.0K,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2017-2018,Winnipeg Centennial Folk Festival Inc.,Winnipeg Folk Festival - Multi Year (2 of 2),Winnipeg,Manitoba,Prairies,Large Urban,Contribution,135000,Specialized,['Music'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience']",Programming,Festival & Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2016-2017,Carleton-Victoria Arts Council Inc.,Carleton Victoria Performing Arts Series 2015-16 and 2016-17 - Multi Year (2 of 2),Perth-Andover,New Brunswick,Atlantic,Remote,Grant,7000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['None'],Programming,Series,less than $8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Chamber Music Kelowna Society,Concert Music Series - Multi Year (1 of 2),Kelowna,British Columbia,Western,Medium Urban,Grant,8000,Specialized,['Music'],['Young Audience'],Programming,Series,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Algoma Conservatory of Music,Algoma Conservatory Concerts 2016/2017 and 2017/2018 Seasons - Multi Year (2 of 2),Sault Ste. Marie,Ontario,Ontario,Small Urban,Grant,25000,Specialized,['Music'],['None'],Programming,Series,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Medicine Hat Jazz Society,Medicine Hat JazzFest - Multi Year (1 of 2),Medicine Hat,Alberta,Western,Small Urban,Grant,30000,Specialized,['Music'],['Young Audience'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Pat the Dog Theatre Creation,PlaySmelter New Works Theatre Festival,Sudbury,Ontario,Ontario,Medium Urban,Grant,15000,Specialized,['Theatre'],['None'],Programming,Festival,$12.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Concerts Ponticello (Les),Saison 2015-2016 et Saison 2016-2017 - Multi Year (2 of 2),Gatineau,Quebec,Quebec,Large Urban,Grant,10000,Specialized,['Music'],['Young Audience'],Programming,Series,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Dance Matters Dance Productions,Dance Matters - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,9000,Specialized,['Dance'],['None'],Programming,Series,$8.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Corporation Augustin-ChÃÂ©nier Inc.,Programmation rÃÂ©guliÃÂ¨re - Multi Year (2 of 2),Ville-Marie,Quebec,Quebec,Remote,Grant,15000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
